season_year,bid_amount,date,effective_date,id,is_pending,rating,status,type,team_id,team_code,member_id,player_id,player_name,to_team_id,to_team_code,from_team_id,from_team_code
2024,0,,,82bd2abd-51d6-44e7-945e-96ca82802b91,False,0,EXECUTED,FREEAGENT,5,SSBB,{8A7A52AE-1894-491F-910C-4705E984FF4B},-16015,,5,SSBB,0,
2024,0,,,82bd2abd-51d6-44e7-945e-96ca82802b91,False,0,EXECUTED,FREEAGENT,5,SSBB,{8A7A52AE-1894-491F-910C-4705E984FF4B},-16034,,0,,5,SSBB
2024,0,,,85c7b61a-46ae-4c9c-812b-8687337016c1,False,0,EXECUTED,FREEAGENT,7,JAGB,{CAB08E55-39AC-4390-B65C-DE8E9F790A0E},2468609,,7,JAGB,0,
2024,0,,,85c7b61a-46ae-4c9c-812b-8687337016c1,False,0,EXECUTED,FREEAGENT,7,JAGB,{CAB08E55-39AC-4390-B65C-DE8E9F790A0E},4036131,,0,,7,JAGB
2024,0,,,87f179cd-a776-4fe5-94aa-1ddf9eac4761,False,0,EXECUTED,TRADE_DECLINE,12,WZRD,{506FD794-FB5E-4EDF-ABEA-32862FDD168B},,,,,,
2024,0,,,a46c087d-a558-41b8-b419-9e44388cf937,False,0,EXECUTED,FREEAGENT,14,PKMC,{DB9503FC-7083-4DF0-9215-2F70FF7EAFE2},4426948,,14,PKMC,0,
2024,0,,,ae9263e4-7369-41c4-84ba-233dedcdcfd6,False,0,EXECUTED,FREEAGENT,2,GFM,{C5243737-8269-40C4-A2C0-AC1A7742BB6B},4243331,,2,GFM,0,
2024,0,,,ae9263e4-7369-41c4-84ba-233dedcdcfd6,False,0,EXECUTED,FREEAGENT,2,GFM,{C5243737-8269-40C4-A2C0-AC1A7742BB6B},4241555,,0,,2,GFM
2024,0,,,7f0a9699-1674-4710-aa46-42010da476d5,False,0,EXECUTED,FREEAGENT,7,JAGB,{CAB08E55-39AC-4390-B65C-DE8E9F790A0E},4040655,,7,JAGB,0,
2024,0,,,7f0a9699-1674-4710-aa46-42010da476d5,False,0,EXECUTED,FREEAGENT,7,JAGB,{CAB08E55-39AC-4390-B65C-DE8E9F790A0E},16733,,0,,7,JAGB
2024,0,,,0d227d22-7035-41ab-80e9-23c09b7f5052,False,0,EXECUTED,DRAFT,8,LNO,{C3FCDEE0-434E-498F-9793-E68E81750B9B},3117251,,0,,0,
2024,0,,,0d227d22-7035-41ab-80e9-23c09b7f5052,False,0,EXECUTED,DRAFT,8,LNO,{C3FCDEE0-434E-498F-9793-E68E81750B9B},4361370,,0,,0,
2024,0,,,0d227d22-7035-41ab-80e9-23c09b7f5052,False,0,EXECUTED,DRAFT,8,LNO,{C3FCDEE0-434E-498F-9793-E68E81750B9B},4040715,,0,,0,
2024,0,,,0d227d22-7035-41ab-80e9-23c09b7f5052,False,0,EXECUTED,DRAFT,8,LNO,{C3FCDEE0-434E-498F-9793-E68E81750B9B},2976212,,0,,0,
2024,0,,,0d227d22-7035-41ab-80e9-23c09b7f5052,False,0,EXECUTED,DRAFT,8,LNO,{C3FCDEE0-434E-498F-9793-E68E81750B9B},2977187,,0,,0,
2024,0,,,0d227d22-7035-41ab-80e9-23c09b7f5052,False,0,EXECUTED,DRAFT,8,LNO,{C3FCDEE0-434E-498F-9793-E68E81750B9B},3040151,,0,,0,
2024,0,,,0d227d22-7035-41ab-80e9-23c09b7f5052,False,0,EXECUTED,DRAFT,8,LNO,{C3FCDEE0-434E-498F-9793-E68E81750B9B},3916148,,0,,0,
2024,0,,,0d227d22-7035-41ab-80e9-23c09b7f5052,False,0,EXECUTED,DRAFT,8,LNO,{C3FCDEE0-434E-498F-9793-E68E81750B9B},3051392,,0,,0,
2024,0,,,0d227d22-7035-41ab-80e9-23c09b7f5052,False,0,EXECUTED,DRAFT,8,LNO,{C3FCDEE0-434E-498F-9793-E68E81750B9B},4036133,,0,,0,
2024,0,,,0d227d22-7035-41ab-80e9-23c09b7f5052,False,0,EXECUTED,DRAFT,8,LNO,{C3FCDEE0-434E-498F-9793-E68E81750B9B},3128429,,0,,0,
2024,0,,,0d227d22-7035-41ab-80e9-23c09b7f5052,False,0,EXECUTED,DRAFT,8,LNO,{C3FCDEE0-434E-498F-9793-E68E81750B9B},4685247,,0,,0,
2024,0,,,0d227d22-7035-41ab-80e9-23c09b7f5052,False,0,EXECUTED,DRAFT,8,LNO,{C3FCDEE0-434E-498F-9793-E68E81750B9B},16460,,0,,0,
2024,0,,,0d227d22-7035-41ab-80e9-23c09b7f5052,False,0,EXECUTED,DRAFT,8,LNO,{C3FCDEE0-434E-498F-9793-E68E81750B9B},3055899,,0,,0,
2024,0,,,0d227d22-7035-41ab-80e9-23c09b7f5052,False,0,EXECUTED,DRAFT,8,LNO,{C3FCDEE0-434E-498F-9793-E68E81750B9B},4361409,,0,,0,
2024,0,,,0d227d22-7035-41ab-80e9-23c09b7f5052,False,0,EXECUTED,DRAFT,8,LNO,{C3FCDEE0-434E-498F-9793-E68E81750B9B},4688813,,0,,0,
