season_year,team_code,team_draft_code,change_type,player_name,draft_round,draft_pick,final_slot,final_is_starter
2013,WZRD,WWZ,added,Matt Ryan,,,QB,True
2013,WZRD,WWZ,added,Rams D/ST,,,Bench,False
2013,WZRD,WWZ,added,Mike Tolbert,,,Bench,False
2013,WZRD,WWZ,added,Andre Johnson,,,FLEX,True
2013,WZRD,WWZ,added,Stephen Gostkowski,,,K,True
2013,WZRD,WWZ,added,Danny Woodhead,,,RB,True
2013,WZRD,WWZ,added,James Jones,,,WR,True
2013,WZRD,WWZ,added,Doug Martin,,,Bench,False
2013,WZRD,WWZ,added,Steve Johnson,,,Bench,False
2013,WZRD,WWZ,added,Daniel Thomas,,,Bench,False
2013,WZRD,WWZ,added,Zach Miller,,,TE,True
2013,WZRD,WWZ,added,Jared Cook,,,Bench,False
2013,WZRD,WWZ,added,Danny Amendola,,,WR,True
2013,WZRD,WWZ,added,Chris Johnson,,,RB,True
2014,PCX,DPCX,added,Lions D/ST,,,Bench,False
2014,PCX,DPCX,added,C.J. Anderson,,,RB,True
2014,PCX,DPCX,added,Russell Wilson,,,QB,True
2014,PCX,DPCX,added,Jordan Reed,,,Bench,False
2014,PCX,DPCX,added,Robert Turbin,,,Bench,False
2014,PCX,DPCX,added,Jason Witten,,,TE,True
2014,PCX,DPCX,added,A.J. Green,,,WR,True
2014,PCX,DPCX,added,Kerwynn Williams,,,Bench,False
2014,PCX,DPCX,added,Cody Parkey,,,K,True
2014,PCX,DPCX,added,Odell Beckham Jr.,,,FLEX,True
2014,PCX,DPCX,added,Carlos Hyde,,,Bench,False
2014,PCX,DPCX,added,Alfred Blue,,,Bench,False
2014,PCX,DPCX,added,Bills D/ST,,,D/ST,True
2014,PCX,DPCX,added,Jonas Gray,,,RB,True
2014,PCX,DPCX,added,Demaryius Thomas,,,WR,True
2014,PCX,DPCX,added,Josh Brown,,,Bench,False
2014,GFM,GFM,added,Percy Harvin,,,Bench,False
2014,GFM,GFM,added,Rob Gronkowski,,,TE,True
2014,GFM,GFM,added,Jordan Matthews,,,FLEX,True
2014,GFM,GFM,added,Steven Jackson,,,Bench,False
2014,GFM,GFM,added,Wes Welker,,,Bench,False
2014,GFM,GFM,added,Boobie Dixon,,,Bench,False
2014,GFM,GFM,added,Mason Crosby,,,K,True
2014,GFM,GFM,added,Rams D/ST,,,D/ST,True
2014,GFM,GFM,added,Toby Gerhart,,,Bench,False
2014,GFM,GFM,added,Charles Johnson,,,WR,True
2014,GFM,GFM,added,Texans D/ST,,,Bench,False
2014,GFM,GFM,added,Arian Foster,,,RB,True
2014,GFM,GFM,added,Tom Brady,,,QB,True
2014,GFM,GFM,added,Dez Bryant,,,WR,True
2014,GFM,GFM,added,Fred Jackson,,,RB,True
2014,GFM,GFM,added,Davante Adams,,,Bench,False
2014,MXLB,MXBN,kept,Kyle Rudolph,5,6,Bench,False
2014,MXLB,MXBN,kept,DeMarco Murray,2,7,RB,True
2014,MXLB,MXBN,kept,Matthew Stafford,3,6,QB,True
2014,MXLB,MXBN,kept,Matt Forte,1,6,RB,True
2014,MXLB,MXBN,kept,Andy Dalton,12,7,Bench,False
2014,MXLB,MXBN,kept,Kelvin Benjamin,10,7,FLEX,True
2014,MXLB,MXBN,kept,Jeremy Maclin,6,7,WR,True
2014,MXLB,MXBN,kept,Eric Decker,7,6,Bench,False
2014,MXLB,MXBN,kept,Mike Wallace,8,7,WR,True
2014,MXLB,MXBN,kept,Darren Sproles,9,6,Bench,False
2014,MXLB,MXBN,added,Vikings D/ST,,,D/ST,True
2014,MXLB,MXBN,added,Matt Asiata,,,Bench,False
2014,MXLB,MXBN,added,Joseph Randle,,,Bench,False
2014,MXLB,MXBN,added,Heath Miller,,,TE,True
2014,MXLB,MXBN,added,Caleb Sturgis,,,K,True
2014,MXLB,MXBN,added,Connor Barth,,,Bench,False
2014,MXLB,MXBN,dropped,Johnny Manziel,15,6,,
2014,MXLB,MXBN,dropped,Shayne Graham,13,6,,
2014,MXLB,MXBN,dropped,Devonta Freeman,11,6,,
2014,MXLB,MXBN,dropped,C.J. Spiller,4,7,,
2014,MXLB,MXBN,dropped,Ravens D/ST,14,7,,
2014,BRIM,BRIM,kept,Peyton Manning,1,10,QB,True
2014,BRIM,BRIM,kept,Shane Vereen,8,3,RB,True
2014,BRIM,BRIM,kept,Julian Edelman,6,3,Bench,False
2014,BRIM,BRIM,kept,Blair Walsh,12,3,K,True
2014,BRIM,BRIM,kept,49ers D/ST,10,3,D/ST,True
2014,BRIM,BRIM,kept,Knile Davis,15,10,Bench,False
2014,BRIM,BRIM,added,Stepfan Taylor,,,Bench,False
2014,BRIM,BRIM,added,Latavius Murray,,,RB,True
2014,BRIM,BRIM,added,Benjamin Cunningham,,,Bench,False
2014,BRIM,BRIM,added,Doug Baldwin,,,WR,True
2014,BRIM,BRIM,added,T.Y. Hilton,,,WR,True
2014,BRIM,BRIM,added,Denard Robinson,,,Bench,False
2014,BRIM,BRIM,added,Jared Cook,,,TE,True
2014,BRIM,BRIM,added,Owen Daniels,,,Bench,False
2014,BRIM,BRIM,added,Torrey Smith,,,FLEX,True
2014,BRIM,BRIM,added,Ronnie Hillman,,,Bench,False
2014,BRIM,BRIM,dropped,Maurice Jones-Drew,5,10,,
2014,BRIM,BRIM,dropped,Charles Clay,11,10,,
2014,BRIM,BRIM,dropped,Dez Bryant,2,3,,
2014,BRIM,BRIM,dropped,Carlos Hyde,9,10,,
2014,BRIM,BRIM,dropped,Wes Welker,3,10,,
2014,BRIM,BRIM,dropped,Kenny Britt,14,3,,
2014,BRIM,BRIM,dropped,Kenny Stills,13,10,,
2014,BRIM,BRIM,dropped,Toby Gerhart,4,3,,
2014,BRIM,BRIM,dropped,Golden Tate,7,10,,
2014,BRIM,BRIM,dropped,Coby Fleener,16,3,,
2014,SSS,SSS,kept,Doug Martin,3,4,FLEX,True
2014,SSS,SSS,kept,Calvin Johnson,1,4,WR,True
2014,SSS,SSS,kept,Matt Ryan,4,9,QB,True
2014,SSS,SSS,kept,Greg Olsen,8,9,TE,True
2014,SSS,SSS,kept,Alfred Morris,2,9,RB,True
2014,SSS,SSS,added,Bobby Rainey,,,Bench,False
2014,SSS,SSS,added,Delanie Walker,,,Bench,False
2014,SSS,SSS,added,Ryan Tannehill,,,Bench,False
2014,SSS,SSS,added,Colts D/ST,,,D/ST,True
2014,SSS,SSS,added,Michael Floyd,,,WR,True
2014,SSS,SSS,added,Brandon LaFell,,,Bench,False
2014,SSS,SSS,added,Mohamed Sanu,,,Bench,False
2014,SSS,SSS,added,Justin Forsett,,,RB,True
2014,SSS,SSS,added,Terrance West,,,Bench,False
2014,SSS,SSS,added,Dan Bailey,,,K,True
2014,SSS,SSS,added,Billy Cundiff,,,Bench,False
2014,SSS,SSS,dropped,Jared Cook,13,4,,
2014,SSS,SSS,dropped,Patriots D/ST,11,4,,
2014,SSS,SSS,dropped,Malcom Floyd,5,4,,
2014,SSS,SSS,dropped,Ray Rice,6,9,,
2014,SSS,SSS,dropped,Jermaine Kearse,10,9,,
2014,SSS,SSS,dropped,Mike Evans,9,4,,
2014,SSS,SSS,dropped,Joe Flacco,14,9,,
2014,SSS,SSS,dropped,Tavon Austin,7,4,,
2014,SSS,SSS,dropped,Ronnie Hillman,15,4,,
2014,SSS,SSS,dropped,Matt Prater,12,9,,
2014,PITB,PTB,added,Justin Tucker,,,Bench,False
2014,PITB,PTB,added,Nick Novak,,,K,True
2014,PITB,PTB,added,Chris Ivory,,,Bench,False
2014,PITB,PTB,added,Giovani Bernard,,,Bench,False
2014,PITB,PTB,added,Golden Tate,,,WR,True
2014,PITB,PTB,added,Dwayne Bowe,,,FLEX,True
2014,PITB,PTB,added,Jamaal Charles,,,RB,True
2014,PITB,PTB,added,Isaiah Crowell,,,RB,True
2014,PITB,PTB,added,Jordy Nelson,,,WR,True
2014,PITB,PTB,added,Coby Fleener,,,TE,True
2014,PITB,PTB,added,Vincent Jackson,,,Bench,False
2014,PITB,PTB,added,Jordan Cameron,,,Bench,False
2014,PITB,PTB,added,Robert Griffin,,,Bench,False
2014,PITB,PTB,added,Luke Willson,,,Bench,False
2014,PITB,PTB,added,Tony Romo,,,QB,True
2014,PITB,PTB,added,Broncos D/ST,,,D/ST,True
2014,JAGB,JAG,added,Pierre Thomas,,,Bench,False
2014,JAGB,JAG,added,Cardinals D/ST,,,D/ST,True
2014,JAGB,JAG,added,Mychal Rivera,,,Bench,False
2014,JAGB,JAG,added,Sammy Watkins,,,WR,True
2014,JAGB,JAG,added,Andrew Luck,,,QB,True
2014,JAGB,JAG,added,Le'Veon Bell,,,Bench,False
2014,JAGB,JAG,added,Shaun Suisham,,,K,True
2014,JAGB,JAG,added,Andre Johnson,,,FLEX,True
2014,JAGB,JAG,added,Jonathan Stewart,,,RB,True
2014,JAGB,JAG,added,Michael Bush,,,Bench,False
2014,JAGB,JAG,added,Donte Moncrief,,,Bench,False
2014,JAGB,JAG,added,Ray Rice,,,Bench,False
2014,JAGB,JAG,added,Bishop Sankey,,,RB,True
2014,JAGB,JAG,added,Martellus Bennett,,,TE,True
2014,JAGB,JAG,added,Mike Evans,,,WR,True
2014,JAGB,JAG,added,Chris Johnson,,,Bench,False
2014,LNO,LNO,added,Anquan Boldin,,,Bench,False
2014,LNO,LNO,added,Eddie Lacy,,,RB,True
2014,LNO,LNO,added,Drew Brees,,,QB,True
2014,LNO,LNO,added,Greg Jennings,,,Bench,False
2014,LNO,LNO,added,Frank Gore,,,Bench,False
2014,LNO,LNO,added,Randall Cobb,,,WR,True
2014,LNO,LNO,added,Emmanuel Sanders,,,FLEX,True
2014,LNO,LNO,added,Marques Colston,,,Bench,False
2014,LNO,LNO,added,DeAndre Hopkins,,,WR,True
2014,LNO,LNO,added,Roy Helu,,,Bench,False
2014,LNO,LNO,added,Derek Hagan,,,Bench,False
2014,LNO,LNO,added,Charles Sims,,,RB,True
2014,LNO,LNO,added,Randy Bullock,,,K,True
2014,LNO,LNO,added,Jarvis Landry,,,Bench,False
2014,LNO,LNO,added,Eagles D/ST,,,D/ST,True
2014,LNO,LNO,added,Travis Kelce,,,TE,True
2014,CHLK,CHLK,added,LeSean McCoy,,,RB,True
2014,CHLK,CHLK,added,Andrew Quarless,,,Bench,False
2014,CHLK,CHLK,added,Michael Crabtree,,,Bench,False
2014,CHLK,CHLK,added,Tre Mason,,,FLEX,True
2014,CHLK,CHLK,added,Lamar Miller,,,Bench,False
2014,CHLK,CHLK,added,Cairo Santos,,,K,True
2014,CHLK,CHLK,added,Dwayne Allen,,,Bench,False
2014,CHLK,CHLK,added,Reggie Wayne,,,WR,True
2014,CHLK,CHLK,added,Colin Kaepernick,,,Bench,False
2014,CHLK,CHLK,added,Julius Thomas,,,TE,True
2014,CHLK,CHLK,added,Giants D/ST,,,D/ST,True
2014,CHLK,CHLK,added,Mark Ingram,,,RB,True
2014,CHLK,CHLK,added,Cecil Shorts III,,,Bench,False
2014,CHLK,CHLK,added,Ben Tate,,,Bench,False
2014,CHLK,CHLK,added,Antonio Brown,,,WR,True
2014,CHLK,CHLK,added,Eli Manning,,,QB,True
2014,DKEG,DKGG,kept,Rashad Jennings,4,6,Bench,False
2014,DKEG,DKGG,kept,DeAngelo Williams,13,7,Bench,False
2014,DKEG,DKGG,kept,Roddy White,5,7,WR,True
2014,DKEG,DKGG,kept,LeGarrette Blount,14,6,RB,True
2014,DKEG,DKGG,kept,Aaron Rodgers,2,6,QB,True
2014,DKEG,DKGG,kept,Marshawn Lynch,1,7,RB,True
2014,DKEG,DKGG,kept,Alshon Jeffery,3,7,WR,True
2014,DKEG,DKGG,kept,Stephen Gostkowski,12,6,K,True
2014,DKEG,DKGG,added,Dolphins D/ST,,,Bench,False
2014,DKEG,DKGG,added,Branden Oliver,,,Bench,False
2014,DKEG,DKGG,added,Larry Donnell,,,TE,True
2014,DKEG,DKGG,added,Packers D/ST,,,D/ST,True
2014,DKEG,DKGG,added,Kenny Stills,,,Bench,False
2014,DKEG,DKGG,added,Andrew Hawkins,,,Bench,False
2014,DKEG,DKGG,added,Daniel Herron,,,Bench,False
2014,DKEG,DKGG,added,Keenan Allen,,,FLEX,True
2014,DKEG,DKGG,dropped,Justin Hunter,10,6,,
2014,DKEG,DKGG,dropped,Jason Witten,6,6,,
2014,DKEG,DKGG,dropped,Knowshon Moreno,8,6,,
2014,DKEG,DKGG,dropped,Josh Gordon,11,7,,
2014,DKEG,DKGG,dropped,James Starks,15,7,,
2014,DKEG,DKGG,dropped,Panthers D/ST,9,7,,
2014,DKEG,DKGG,dropped,Brandin Cooks,7,7,,
2014,MRYJ,MRYJ,kept,Julio Jones,2,8,FLEX,True
2014,MRYJ,MRYJ,kept,Jimmy Graham,1,5,TE,True
2014,MRYJ,MRYJ,kept,Ben Roethlisberger,10,8,QB,True
2014,MRYJ,MRYJ,kept,Jeremy Hill,11,5,RB,True
2014,MRYJ,MRYJ,kept,Pierre Garcon,5,5,Bench,False
2014,MRYJ,MRYJ,kept,Philip Rivers,8,8,Bench,False
2014,MRYJ,MRYJ,kept,Trent Richardson,6,8,Bench,False
2014,MRYJ,MRYJ,kept,Joique Bell,15,5,RB,True
2014,MRYJ,MRYJ,added,Patriots D/ST,,,D/ST,True
2014,MRYJ,MRYJ,added,Malcom Floyd,,,Bench,False
2014,MRYJ,MRYJ,added,Adam Vinatieri,,,K,True
2014,MRYJ,MRYJ,added,Harry Douglas,,,Bench,False
2014,MRYJ,MRYJ,added,Martavis Bryant,,,WR,True
2014,MRYJ,MRYJ,added,Josh Gordon,,,WR,True
2014,MRYJ,MRYJ,added,Reggie Bush,,,Bench,False
2014,MRYJ,MRYJ,added,Ravens D/ST,,,Bench,False
2014,MRYJ,MRYJ,dropped,Pierre Thomas,9,5,,
2014,MRYJ,MRYJ,dropped,Le'Veon Bell,3,5,,
2014,MRYJ,MRYJ,dropped,Eric Ebron,13,5,,
2014,MRYJ,MRYJ,dropped,Andre Johnson,4,8,,
2014,MRYJ,MRYJ,dropped,Robbie Gould,14,8,,
2014,MRYJ,MRYJ,dropped,Kendall Wright,7,5,,
2014,MRYJ,MRYJ,dropped,Rueben Randle,12,8,,
2014,WZRD,WWZ,added,Seahawks D/ST,,,D/ST,True
2014,WZRD,WWZ,added,Steve Smith Sr.,,,WR,True
2014,WZRD,WWZ,added,Shonn Greene,,,RB,True
2014,WZRD,WWZ,added,Steven Hauschka,,,K,True
2014,WZRD,WWZ,added,Teddy Bridgewater,,,Bench,False
2014,WZRD,WWZ,added,Terrance Williams,,,Bench,False
2014,WZRD,WWZ,added,Joe Flacco,,,QB,True
2014,WZRD,WWZ,added,Darren McFadden,,,Bench,False
2014,WZRD,WWZ,added,Antonio Gates,,,TE,True
2014,WZRD,WWZ,added,Adrian Peterson,,,Bench,False
2014,WZRD,WWZ,added,DeSean Jackson,,,FLEX,True
2014,WZRD,WWZ,added,Larry Fitzgerald,,,Bench,False
2014,WZRD,WWZ,added,Ryan Mathews,,,Bench,False
2014,WZRD,WWZ,added,Kenny Britt,,,WR,True
2014,WZRD,WWZ,added,Andre Williams,,,RB,True
2014,WZRD,WWZ,added,Jay Cutler,,,Bench,False
2015,PCX,DPCX,kept,Russell Wilson,3,7,QB,True
2015,PCX,DPCX,kept,Sammy Watkins,5,7,FLEX,True
2015,PCX,DPCX,kept,Marcus Mariota,15,7,Bench,False
2015,PCX,DPCX,kept,Odell Beckham Jr.,1,7,WR,True
2015,PCX,DPCX,kept,Jay Ajayi,9,7,Bench,False
2015,PCX,DPCX,kept,David Cobb,8,6,Bench,False
2015,PCX,DPCX,kept,T.Y. Hilton,2,6,Bench,False
2015,PCX,DPCX,added,Chris Boswell,,,K,True
2015,PCX,DPCX,added,Todd Gurley,,,Bench,False
2015,PCX,DPCX,added,Charcandrick West,,,RB,True
2015,PCX,DPCX,added,Spencer Ware,,,RB,True
2015,PCX,DPCX,added,Tyler Eifert,,,TE,True
2015,PCX,DPCX,added,Julian Edelman,,,Bench,False
2015,PCX,DPCX,added,A.J. Green,,,WR,True
2015,PCX,DPCX,added,Zach Miller,,,Bench,False
2015,PCX,DPCX,added,Panthers D/ST,,,D/ST,True
2015,PCX,DPCX,dropped,Rashad Jennings,6,6,,
2015,PCX,DPCX,dropped,Cameron Artis-Payne,16,6,,
2015,PCX,DPCX,dropped,Tori Gurley,4,6,,
2015,PCX,DPCX,dropped,Breshad Perriman,11,7,,
2015,PCX,DPCX,dropped,Steven Hauschka,13,7,,
2015,PCX,DPCX,dropped,Jarvis Landry,7,7,,
2015,PCX,DPCX,dropped,Virgil Green,14,6,,
2015,PCX,DPCX,dropped,Andre Williams,10,6,,
2015,PCX,DPCX,dropped,Maxx Williams,12,6,,
2015,GFM,GFM,added,Ameer Abdullah,,,Bench,False
2015,GFM,GFM,added,Benjamin Watson,,,Bench,False
2015,GFM,GFM,added,Rob Gronkowski,,,TE,True
2015,GFM,GFM,added,Matt Forte,,,RB,True
2015,GFM,GFM,added,Steven Hauschka,,,K,True
2015,GFM,GFM,added,Frank Gore,,,FLEX,True
2015,GFM,GFM,added,Denard Robinson,,,Bench,False
2015,GFM,GFM,added,Travis Benjamin,,,Bench,False
2015,GFM,GFM,added,Tim Hightower,,,RB,True
2015,GFM,GFM,added,Ryan Mathews,,,Bench,False
2015,GFM,GFM,added,Tom Brady,,,QB,True
2015,GFM,GFM,added,Antonio Brown,,,WR,True
2015,GFM,GFM,added,Alfred Morris,,,Bench,False
2015,GFM,GFM,added,Buccaneers D/ST,,,D/ST,True
2015,GFM,GFM,added,Joe Anderson,,,Bench,False
2015,GFM,GFM,added,Brandon Marshall,,,WR,True
2015,MXLB,MXBN,kept,Teddy Bridgewater,9,4,QB,True
2015,MXLB,MXBN,kept,DeVante Parker,10,9,Bench,False
2015,MXLB,MXBN,kept,Alfred Blue,7,4,RB,True
2015,MXLB,MXBN,kept,Larry Fitzgerald,8,9,WR,True
2015,MXLB,MXBN,added,Ryan Tannehill,,,Bench,False
2015,MXLB,MXBN,added,Vikings D/ST,,,D/ST,True
2015,MXLB,MXBN,added,Charles Clay,,,Bench,False
2015,MXLB,MXBN,added,Charles Sims,,,Bench,False
2015,MXLB,MXBN,added,Josh Brown,,,K,True
2015,MXLB,MXBN,added,Amari Cooper,,,WR,True
2015,MXLB,MXBN,added,Zach Ertz,,,TE,True
2015,MXLB,MXBN,added,Matt Jones,,,Bench,False
2015,MXLB,MXBN,added,Emmanuel Sanders,,,FLEX,True
2015,MXLB,MXBN,added,Christine Michael,,,Bench,False
2015,MXLB,MXBN,added,David Johnson,,,RB,True
2015,MXLB,MXBN,added,Donte Moncrief,,,Bench,False
2015,MXLB,MXBN,dropped,Riley Cooper,4,9,,
2015,MXLB,MXBN,dropped,Matt Forte,1,4,,
2015,MXLB,MXBN,dropped,LeGarrette Blount,6,9,,
2015,MXLB,MXBN,dropped,Jimmy Graham,3,4,,
2015,MXLB,MXBN,dropped,Blair Walsh,12,9,,
2015,MXLB,MXBN,dropped,Jameis Winston,14,9,,
2015,MXLB,MXBN,dropped,Joseph Randle,5,4,,
2015,MXLB,MXBN,dropped,Storm Johnson,16,9,,
2015,MXLB,MXBN,dropped,Michael Crabtree,15,4,,
2015,MXLB,MXBN,dropped,Jordy Nelson,2,9,,
2015,MXLB,MXBN,dropped,Reggie Bush,11,4,,
2015,MXLB,MXBN,dropped,Ravens D/ST,13,4,,
2015,BRIM,BRIM,kept,Texans D/ST,11,3,D/ST,True
2015,BRIM,BRIM,kept,Justin Tucker,14,10,K,True
2015,BRIM,BRIM,kept,Ronnie Hillman,16,10,Bench,False
2015,BRIM,BRIM,kept,Martavis Bryant,5,3,WR,True
2015,BRIM,BRIM,kept,Doug Baldwin,15,3,FLEX,True
2015,BRIM,BRIM,kept,Antonio Gates,12,10,TE,True
2015,BRIM,BRIM,kept,Drew Brees,2,10,QB,True
2015,BRIM,BRIM,added,Kyle Rudolph,,,Bench,False
2015,BRIM,BRIM,added,Stepfan Taylor,,,Bench,False
2015,BRIM,BRIM,added,Stefon Diggs,,,WR,True
2015,BRIM,BRIM,added,Wes Welker,,,Bench,False
2015,BRIM,BRIM,added,James White,,,RB,True
2015,BRIM,BRIM,added,Jameis Winston,,,Bench,False
2015,BRIM,BRIM,added,Fred Jackson,,,Bench,False
2015,BRIM,BRIM,added,Donald Brown,,,RB,True
2015,BRIM,BRIM,added,Marques Colston,,,Bench,False
2015,BRIM,BRIM,dropped,Jordan Cameron,9,3,,
2015,BRIM,BRIM,dropped,Percy Harvin,10,10,,
2015,BRIM,BRIM,dropped,Steve Smith Sr.,7,3,,
2015,BRIM,BRIM,dropped,Andy Dalton,13,3,,
2015,BRIM,BRIM,dropped,Julian Edelman,4,10,,
2015,BRIM,BRIM,dropped,Marshawn Lynch,1,3,,
2015,BRIM,BRIM,dropped,Frank Gore,3,3,,
2015,BRIM,BRIM,dropped,Darren McFadden,8,10,,
2015,BRIM,BRIM,dropped,Joique Bell,6,10,,
2015,SSS,SSS,kept,Delanie Walker,13,9,TE,True
2015,SSS,SSS,kept,DeMarco Murray,1,9,Bench,False
2015,SSS,SSS,kept,John Brown,9,9,Bench,False
2015,SSS,SSS,kept,DeAndre Hopkins,4,4,WR,True
2015,SSS,SSS,kept,Demaryius Thomas,2,4,WR,True
2015,SSS,SSS,kept,Andre Ellington,6,4,Bench,False
2015,SSS,SSS,kept,Devonta Freeman,10,4,RB,True
2015,SSS,SSS,kept,Marvin Jones,15,9,Bench,False
2015,SSS,SSS,kept,Carson Palmer,14,4,QB,True
2015,SSS,SSS,kept,Lamar Miller,3,9,FLEX,True
2015,SSS,SSS,kept,Broncos D/ST,12,4,D/ST,True
2015,SSS,SSS,added,Javorius Allen,,,RB,True
2015,SSS,SSS,added,Derek Carr,,,Bench,False
2015,SSS,SSS,added,Eric Ebron,,,Bench,False
2015,SSS,SSS,added,Graham Gano,,,K,True
2015,SSS,SSS,added,Tavon Austin,,,Bench,False
2015,SSS,SSS,dropped,Anquan Boldin,11,9,,
2015,SSS,SSS,dropped,Jerick McKinnon,16,4,,
2015,SSS,SSS,dropped,Andre Johnson,5,9,,
2015,SSS,SSS,dropped,Tony Romo,7,9,,
2015,SSS,SSS,dropped,Dwayne Allen,8,4,,
2015,PITB,PTB,added,Justin Forsett,,,Bench,False
2015,PITB,PTB,added,Golden Tate,,,FLEX,True
2015,PITB,PTB,added,Michael Crabtree,,,WR,True
2015,PITB,PTB,added,C.J. Spiller,,,RB,True
2015,PITB,PTB,added,Stephen Gostkowski,,,K,True
2015,PITB,PTB,added,Danny Woodhead,,,RB,True
2015,PITB,PTB,added,Gary Barnidge,,,TE,True
2015,PITB,PTB,added,DeSean Jackson,,,WR,True
2015,PITB,PTB,added,Dez Bryant,,,Bench,False
2015,PITB,PTB,added,Mark Ingram,,,Bench,False
2015,PITB,PTB,added,Kenny Britt,,,Bench,False
2015,PITB,PTB,added,Bills D/ST,,,D/ST,True
2015,PITB,PTB,added,Aaron Rodgers,,,QB,True
2015,PITB,PTB,added,Packers D/ST,,,Bench,False
2015,PITB,PTB,added,Brandon LaFell,,,Bench,False
2015,PITB,PTB,added,Tevin Coleman,,,Bench,False
2015,JAGB,JAG,added,Brandon Bolden,,,RB,True
2015,JAGB,JAG,added,Kirk Cousins,,,Bench,False
2015,JAGB,JAG,added,Melvin Gordon,,,Bench,False
2015,JAGB,JAG,added,Rams D/ST,,,D/ST,True
2015,JAGB,JAG,added,Randall Cobb,,,WR,True
2015,JAGB,JAG,added,Darren Sproles,,,Bench,False
2015,JAGB,JAG,added,Latavius Murray,,,RB,True
2015,JAGB,JAG,added,Joique Bell,,,Bench,False
2015,JAGB,JAG,added,Julius Thomas,,,TE,True
2015,JAGB,JAG,added,Markus Wheaton,,,FLEX,True
2015,JAGB,JAG,added,Ben Roethlisberger,,,QB,True
2015,JAGB,JAG,added,Chandler Catanzaro,,,K,True
2015,JAGB,JAG,added,Michael Floyd,,,WR,True
2015,JAGB,JAG,added,Theo Riddick,,,Bench,False
2015,JAGB,JAG,added,Stevan Ridley,,,Bench,False
2015,JAGB,JAG,added,Pierre Garcon,,,Bench,False
2015,LNO,LNO,added,Rashad Jennings,,,FLEX,True
2015,LNO,LNO,added,Anquan Boldin,,,Bench,False
2015,LNO,LNO,added,Cardinals D/ST,,,D/ST,True
2015,LNO,LNO,added,Nick Novak,,,K,True
2015,LNO,LNO,added,Richard Rodgers,,,TE,True
2015,LNO,LNO,added,Kamar Aiken,,,WR,True
2015,LNO,LNO,added,Isaiah Crowell,,,Bench,False
2015,LNO,LNO,added,Adrian Peterson,,,RB,True
2015,LNO,LNO,added,Rueben Randle,,,Bench,False
2015,LNO,LNO,added,Jets D/ST,,,Bench,False
2015,LNO,LNO,added,Jeremy Hill,,,RB,True
2015,LNO,LNO,added,Stevie Johnson,,,Bench,False
2015,LNO,LNO,added,Allen Robinson,,,WR,True
2015,LNO,LNO,added,Ted Ginn Jr.,,,Bench,False
2015,LNO,LNO,added,Eli Manning,,,QB,True
2015,LNO,LNO,added,Danny Amendola,,,Bench,False
2015,CHLK,CHLK,added,Ravens D/ST,,,D/ST,True
2015,CHLK,CHLK,added,Cam Newton,,,QB,True
2015,CHLK,CHLK,added,Nate Washington,,,Bench,False
2015,CHLK,CHLK,added,T.J. Yeldon,,,Bench,False
2015,CHLK,CHLK,added,C.J. Anderson,,,RB,True
2015,CHLK,CHLK,added,Jordan Matthews,,,Bench,False
2015,CHLK,CHLK,added,Jordan Reed,,,TE,True
2015,CHLK,CHLK,added,Calvin Johnson,,,WR,True
2015,CHLK,CHLK,added,Allen Hurns,,,FLEX,True
2015,CHLK,CHLK,added,Sam Bradford,,,Bench,False
2015,CHLK,CHLK,added,Antonio Andrews,,,Bench,False
2015,CHLK,CHLK,added,Shaun Draughn,,,RB,True
2015,CHLK,CHLK,added,Eric Decker,,,WR,True
2015,CHLK,CHLK,added,Cairo Santos,,,K,True
2015,CHLK,CHLK,added,Travis Kelce,,,Bench,False
2015,DKEG,DKGG,kept,Eddie Lacy,1,8,RB,True
2015,DKEG,DKGG,kept,Andrew Luck,2,5,Bench,False
2015,DKEG,DKGG,kept,Alshon Jeffery,3,8,Bench,False
2015,DKEG,DKGG,kept,Davante Adams,8,5,Bench,False
2015,DKEG,DKGG,kept,Jonathan Stewart,4,5,Bench,False
2015,DKEG,DKGG,added,Cameron Artis-Payne,,,FLEX,True
2015,DKEG,DKGG,added,Matthew Stafford,,,QB,True
2015,DKEG,DKGG,added,Patriots D/ST,,,D/ST,True
2015,DKEG,DKGG,added,Adam Vinatieri,,,Bench,False
2015,DKEG,DKGG,added,Austin Seferian-Jenkins,,,TE,True
2015,DKEG,DKGG,added,Blair Walsh,,,K,True
2015,DKEG,DKGG,added,Tyler Lockett,,,WR,True
2015,DKEG,DKGG,added,Tyrod Taylor,,,Bench,False
2015,DKEG,DKGG,added,Eagles D/ST,,,Bench,False
2015,DKEG,DKGG,added,Willie Snead,,,WR,True
2015,DKEG,DKGG,added,Jeremy Langford,,,RB,True
2015,DKEG,DKGG,dropped,Jets D/ST,11,8,,
2015,DKEG,DKGG,dropped,Arian Foster,6,5,,
2015,DKEG,DKGG,dropped,Knile Davis,10,5,,
2015,DKEG,DKGG,dropped,DeAngelo Williams,9,8,,
2015,DKEG,DKGG,dropped,Matt Bryant,13,8,,
2015,DKEG,DKGG,dropped,Martellus Bennett,7,8,,
2015,DKEG,DKGG,dropped,Brian Quick,14,5,,
2015,DKEG,DKGG,dropped,Devin Funchess,12,5,,
2015,DKEG,DKGG,dropped,Jonas Gray,16,5,,
2015,DKEG,DKGG,dropped,Keenan Allen,5,8,,
2015,DKEG,DKGG,dropped,Dorial Green-Beckham,15,8,,
